model,split,problem_idx,example_id,variant,run_idx,original_answer,predicted_answer,is_correct_exact,input_tokens,output_tokens,error
opus-4.6,train,6,21,node_deletion,0,"\left( \frac{1}{15}, \frac{2}{15}, \frac{4}{15}, \frac{8}{15} \right)",,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,2,12,edge_deletion,0,\begin{pmatrix} 20/3 & 4/3 \\ -8/3 & 8/3 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,5,19,original,0,\frac{20}{3},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,5,19,node_deletion,0,\frac{20}{3},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,2,12,node_deletion,0,\begin{pmatrix} 20/3 & 4/3 \\ -8/3 & 8/3 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,7,24,original,0,10 \pi - 29,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,5,19,edge_deletion,0,\frac{20}{3},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,9,28,original,0,10,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,4,16,node_deletion,0,28,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,4,16,original,0,28,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,9,28,node_deletion,0,10,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,10,3,original,0,\frac{124}{13},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,11,31,original,0,\frac{45}{2},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,10,3,edge_deletion,0,\frac{124}{13},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,10,3,node_deletion,0,\frac{124}{13},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,14,35,original,0,\frac{\pi}{14},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,12,32,node_deletion,0,\begin{pmatrix} -40/29 \\ 16/29 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,11,31,edge_deletion,0,\frac{45}{2},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,13,33,node_deletion,0,80,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,15,37,node_deletion,0,0,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,11,31,node_deletion,0,\frac{45}{2},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,12,32,original,0,\begin{pmatrix} -40/29 \\ 16/29 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,13,33,original,0,80,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,15,37,original,0,0,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,16,38,original,0,\begin{pmatrix} -11/15 \\ -2/3 \\ -2/15 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,13,33,edge_deletion,0,80,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,14,35,node_deletion,0,\frac{\pi}{14},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,15,37,edge_deletion,0,0,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,12,32,edge_deletion,0,\begin{pmatrix} -40/29 \\ 16/29 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,16,38,node_deletion,0,\begin{pmatrix} -11/15 \\ -2/3 \\ -2/15 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,14,35,edge_deletion,0,\frac{\pi}{14},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,16,38,edge_deletion,0,\begin{pmatrix} -11/15 \\ -2/3 \\ -2/15 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,17,39,original,0,\frac{8}{21},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,18,4,original,0,\begin{pmatrix} -20/13 \\ -4/13 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,17,39,edge_deletion,0,\frac{8}{21},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,17,39,node_deletion,0,\frac{8}{21},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,21,44,edge_deletion,0,"(1,2)",,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,18,4,edge_deletion,0,\begin{pmatrix} -20/13 \\ -4/13 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,22,48,node_deletion,0,\frac{2535}{463},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,21,44,original,0,"(1,2)",,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,19,42,node_deletion,0,13,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,21,44,node_deletion,0,"(1,2)",,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,20,43,node_deletion,0,\begin{pmatrix} -34/53 \\ 119/53 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,20,43,edge_deletion,0,\begin{pmatrix} -34/53 \\ 119/53 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,19,42,original,0,13,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,20,43,original,0,\begin{pmatrix} -34/53 \\ 119/53 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,18,4,node_deletion,0,\begin{pmatrix} -20/13 \\ -4/13 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,23,5,edge_deletion,0,1023,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,23,5,original,0,1023,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,19,42,edge_deletion,0,13,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,22,48,original,0,\frac{2535}{463},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,24,52,original,0,\frac{3}{4},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,23,5,node_deletion,0,1023,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,24,52,node_deletion,0,\frac{3}{4},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,22,48,edge_deletion,0,\frac{2535}{463},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,24,52,edge_deletion,0,\frac{3}{4},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,25,54,original,0,"[2,12)",,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,26,58,original,0,54^\circ,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,30,63,node_deletion,0,1,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,25,54,node_deletion,0,"[2,12)",,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,29,61,original,0,"\left[ \frac{\pi^2}{4}, \frac{9 \pi^2}{4} \right]",,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,28,6,original,0,108,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,27,59,node_deletion,0,-\frac{1}{2},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,26,58,edge_deletion,0,54^\circ,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,28,6,edge_deletion,0,108,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,27,59,edge_deletion,0,-\frac{1}{2},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,29,61,node_deletion,0,"\left[ \frac{\pi^2}{4}, \frac{9 \pi^2}{4} \right]",,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,30,63,original,0,1,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,27,59,original,0,-\frac{1}{2},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,30,63,edge_deletion,0,1,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,25,54,edge_deletion,0,"[2,12)",,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,28,6,node_deletion,0,108,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,26,58,node_deletion,0,54^\circ,,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,31,65,node_deletion,0,\begin{pmatrix} 1 \\ 3 \\ 1 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
opus-4.6,train,31,65,edge_deletion,0,\begin{pmatrix} 1 \\ 3 \\ 1 \end{pmatrix},,False,0,0,"Auth error: litellm.APIConnectionError: BedrockException - {""Message"":""User: arn:aws:iam::734908905761:user/Atul_Dev is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:734908905761:inference-profile/us.anthropic.claude-opus-4-6-v1 with an explicit deny in an identity-based "
